name,school_type,establishment,education_office,homepage,zipcode,address,address_detail,sido,sigungu,sublocal,departments,track_auto,school_code,phone_principal,phone_academic,phone_admin,phone_career,fax
순천미래과학고등학교,특성화고,공립,전라남도교육청,scfuture.hs.jne.kr,540813,전라남도 순천시 서면 순천로,86,전라남도,순천시,서면,소프트웨어통신과 / IOT전기전자과 / 바이오메디컬과,공업계/IT,Q100000251,061-750-2600,061-750-2513,061-750-2500,061-750-2582,061-752-7312
순천청암고등학교,특성화고,사립,전라남도교육청,sca.hs.jne.kr,57997,전라남도 순천시 녹색로 1641-1,순천청암고등학교,전라남도,순천시,녹색로,그래픽디자인과 / 보건경영과 / 보건간호과 / 라이프케어과 / 금융서비스과,상업계,Q100000253,061-740-6701,061-740-6700,061-740-6767,061-740-6761,061-743-0030
순천효산고등학교,특성화고,사립,전라남도교육청,hyosan.hs.jne.kr,540957,전라남도 순천시 용당동 삼산로,104,전라남도,순천시,용당동,스마트금융과 / 관광조리과 / 사무행정과 / 관광외식서비스과 / IT융합정보과,공업계/IT,Q100000254,061-750-9502,061-750-9520,061-750-9500,061-750-9575,061-751-4115
신안해양과학고등학교,특성화고,공립,전라남도교육청,shinanmarine.hs.jne.kr,535815,전라남도 신안군 압해읍 구항길,41,전라남도,신안군,압해읍,자영수산과,기타,Q100000259,061-271-4171,061-271-4161,061-271-4151,061-271-7672,061-271-8199
안좌고등학교,일반고(종합고),공립,전라남도교육청,anjwa.hs.jne.kr,535843,전라남도 신안군 안좌면 중부로,790-7,전라남도,신안군,안좌면,부사관과,기타,Q100000258,061-262-7075,061-262-7076,061-262-7014,061-262-7076,061-262-7814
여수공업고등학교,특성화고,사립,전라남도교육청,yeosu-th.hs.jne.kr,550815,전라남도 여수시 동산동 군자길,75,전라남도,여수시,동산동,기계과 / 드론공간정보과 / 스마트자동차과 / AI전기제어과,공업계/IT,Q100000263,061-660-2501,061-660-2504~5,061-660-2507,061-660-2533,061-662-2566
여수석유화학고등학교,마이스터고,공립,전라남도교육청,yspetchem.hs.jne.kr,555110,전라남도 여수시 화장동 대통1길,45,전라남도,여수시,화장동,공정운전과 / 공정설비과 / 공정계전과,공업계/IT,Q100000266,061-688-0700,061-688-0710,061-688-0720,061-688-0765,061-688-0709
여수정보과학고등학교,특성화고,사립,전라남도교육청,yosuis.hs.jne.kr,550817,전라남도 여수시 문수동 여문2로,148,전라남도,여수시,문수동,관광조리과 / 호텔서비스과 / AI디자인과 / AI경영과 / 관광서비스,공업계/IT,Q100000267,061-650-6237,061-650-6222,061-650-6211,061-650-6296,061-651-0786
여수해양과학고등학교,특성화고,공립,전라남도교육청,ym-s.hs.jne.kr,556901,전라남도 여수시 돌산읍 돌산로,1201-18,전라남도,여수시,돌산읍,자영수산과 / 해양레저관광과,서비스/생활,Q100000272,061-644-0209,061-644-0208,061-644-0207,061-640-0871,061-644-1794
영광공업고등학교,특성화고,공립,전라남도교육청,yeongkwang.hs.jne.kr,57036,전라남도 영광군 영광읍 월현로 34,전라남도 영광군 영광읍 월현로 34,전라남도,영광군,영광읍,건설기계과 / 기계과 / 식품가공과 / e모빌리티과,공업계/IT,Q100000277,061-872-0001,061-872-0055,061-872-0010,061-872-0051 ~ 0053,061-872-0070
영광전자고등학교,특성화고,공립,전라남도교육청,ykelec.hs.jne.kr,57066,전라남도 영광군 염산면 칠산로 98-27,영광전자고등학교,전라남도,영광군,염산면,전자과,공업계/IT,Q100000278,061-353-1767,061-352-9662,061-352-9661,061-352-9662,061-353-9799
완도수산고등학교,마이스터고,공립,전라남도교육청,wandosugo.hs.jne.kr,537801,전라남도 완도군 완도읍 장보고대로,141,전라남도,완도군,완도읍,수산자원양식과 / 수산식품가공과 / 어선운항관리과,기타,Q100000293,061-550-0700,061-552-3372,061-552-2393,061-550-0770,061-553-3157
장성하이텍고등학교,특성화고,공립,전라남도교육청,jangseongv.hs.jne.kr,515805,전라남도 장성군 장성읍 단풍로,72,전라남도,장성군,장성읍,전기전자제어과 / 농산업식품과,공업계/IT,Q100000297,061-399-5610,061-399-5600,061-399-5620,061-399-5632,061-392-5914
전남기술과학고등학교,특성화고,공립,전라남도교육청,jts.hs.jne.kr,519950,전라남도 화순군 화순읍 실고길,44,전라남도,화순군,화순읍,경영정보과 / 기계과 / 전기과 / 전자과 / 보건간호과,공업계/IT,Q100000335,061-370-7508,061-370-7500,061-370-7501,061-370-7533,061-374-7580
전남미래자동차고등학교,특성화고,공립,전라남도교육청,jeongnamjin.hs.jne.kr,529803,전라남도 장흥군 장흥읍 행원강변길,8 전남미래자동차고등학교,전라남도,장흥군,장흥읍,기계자동차과,공업계/IT,Q100000301,061-863-3540,061-863-2991,061-863-2993,070-4287-4545,061-863-8452
전남미용고등학교,특성화고,공립,전라남도교육청,jn-beauty.hs.jne.kr,520240,전라남도 나주시 영산동 영산포로,182-9,전라남도,나주시,영산동,미용과,서비스/생활,Q100000283,061-332-1183,061-332-1182,061-332-1181,061-338-8980,061-333-4999
전남보건고등학교,특성화고,공립,전라남도교육청,jnmds.hs.jne.kr,525884,전라남도 함평군 월야면 문화로,685-18,전라남도,함평군,월야면,의료전자과 / 보건간호과,공업계/IT,Q100000327,061-323-1177,061-323-8363,061-323-8368,061-323-8363,061-323-7484
전남생명과학고등학교,마이스터고,공립,전라남도교육청,jn-life.hs.jne.kr,59222,전라남도 강진군 강진읍 교촌길 23,-,전라남도,강진군,강진읍,친환경농업경영과 / 친환경축산경영과 / 친환경원예경영과,상업계,Q100000163,061-430-6201,061-430-6200,061-430-6294,061-430-6258,061-434-4218
전남에너지고등학교,특성화고,공립,전라남도교육청,shinbuket.hs.jne.kr,526813,전라남도 영암군 신북면 황금동로,16-13,전라남도,영암군,신북면,전자과 / 전기에너지과,공업계/IT,Q100000256,061-472-9163,061-472-9159,061-472-9158,061-472-9159,061-472-7183
전남자연과학고등학교,특성화고,공립,전라남도교육청,jns.hs.jne.kr,542805,전라남도 구례군 구례읍 구례로,409,전라남도,구례군,구례읍,정원산업과 / 미래식품산업과,기타,Q100003472,061-782-2689,061-782-2691,061-782-2690,061-782-9147,061-782-4563
전남조리과학고등학교,특성화고,공립,전라남도교육청,gokseong.hs.jne.kr,516801,전라남도 곡성군 곡성읍 학교로,71,전라남도,곡성군,곡성읍,조리과,서비스/생활,Q100000171,061-360-2201,061-360-2220,061-360-2210,061-360-2240,061-363-0743
진도실업고등학교,특성화고,공립,전라남도교육청,jindosilgo.hs.jne.kr,539801,전라남도 진도군 진도읍 교동3길,10,전라남도,진도군,진도읍,드론기계과 / 사무행정과,공업계/IT,Q100000313,061-544-2168,061-544-2340,061-544-2026,061-544-2088,061-544-4456
진성여자고등학교,특성화고,사립,전라남도교육청,jsg.hs.jne.kr,550160,전라남도 여수시 봉강동 봉강서4길,3,전라남도,여수시,봉강동,사무행정과 / 관광레저과 / IT경영학과 / 보건간호과,상업계,Q100000316,061-640-2101,061-640-2103,061-640-2154,061-640-2114,061-641-6896
한국말산업고등학교,특성화고,공립,전라남도교육청,korhorse.hs.jne.kr,529902,전라남도 장흥군 대덕읍 도청신월로,155,전라남도,장흥군,대덕읍,말산업육성과,기타,Q100000193,061-860-8001,061-860-8022,061-860-8012,061-860-8031,061-867-2598
한국항만물류고등학교,마이스터고,공립,전라남도교육청,kpl.hs.jne.kr,545841,전라남도 광양시 진상면 신시길,177,전라남도,광양시,진상면,물류시스템운영과 / 물류장비기술과(전기전자) / 물류장비기술과(기계) / 물류장비기술과(운전) / 물류장비기술과(공통),공업계/IT,Q100000314,061-797-0301,061-797-0308,061-797-0304,061-797-0330,061-797-0390
해남공업고등학교,특성화고,공립,전라남도교육청,haenam-tech.hs.jne.kr,536805,전라남도 해남군 해남읍 남외2길,7,전라남도,해남군,해남읍,화공과 / 건축과 / 기계과 / 전기과 / 전자과 / 스마트기계과,공업계/IT,Q100000329,061-535-4407,061-535-4408,061-535-4404,061-536-9003,061-536-9013
호남원예고등학교,특성화고,공립,전라남도교육청,honamh.hs.jne.kr,520824,전라남도 나주시 금천면 영산로,5691,전라남도,나주시,금천면,원예과,기타,Q100000333,061-331-7436,061-331-7314,061-331-7665,070-8894-2299,061-331-7315
강구정보고등학교,특성화고,공립,경상북도교육청,school.gyo6.net/ganggu-ch,766824,경상북도 영덕군 강구면 신강구1길,45-5,경상북도,영덕군,강구면,마켓매니저과,기타,R100000716,054-733-3941,054-733-3942,054-733-3944,07050122607,054-512-7888
경북골프경영고등학교,특성화고,사립,경상북도교육청,cst.school.gyo6.net,763841,경상북도 청송군 부남면 대전로,66,경상북도,청송군,부남면,골프경영과,상업계,R100000968,054-873-5492,054-872-3554,054-872-3455,054-872-3554,054-874-0161
경북과학기술고등학교,특성화고,공립,경상북도교육청,school.gyo6.net/gsths,740862,경상북도 김천시 아포읍 아포대로,1053,경상북도,김천시,아포읍,컴퓨터응용기계과 / 정밀설계기계과 / 글로벌용접과 / IOT전자과 / 스마트제어전기과,공업계/IT,R100000882,054-429-0501,054-429-0550,054-429-0500,054-429-0583,054-431-5002
경북관광비즈니스고등학교,특성화고,공립,경상북도교육청,school.gyo6.net/phhs,36366,경상북도 울진군 평해읍 평해7길 61-3,.,경상북도,울진군,평해읍,유통정보과 / 서비스경영과,공업계/IT,R100000980,054-787-8316,054-787-2007,054-787-5107,054-787-2007,054-787-7330
경북기계금속고등학교,특성화고,공립,경상북도교육청,school.gyo6.net/gbgigo,712852,경상북도 경산시 자인면 일연로,93,경상북도,경산시,자인면,스마트용접과 / 컴퓨터응용선반 / 컴퓨터응용밀링 / 융합기계과 / 스마트금형과,공업계/IT,R100000729,053-859-3830,053-859-3815,053-859-3800,053-859-3877,053-859-3879
경북기계명장고등학교,특성화고,공립,경상북도교육청,school.gyo6.net/gbmmhs,39864,경상북도 칠곡군 지천면 신동로 99,경북기계명장고등학교,경상북도,칠곡군,지천면,스마트기계과 / 스마트용접과,공업계/IT,R100000974,054-972-1383,054-972-2461,054-972-2460,054-972-7785,070-8280-1414
경북드론고등학교,특성화고,공립,경상북도교육청,school.gyo6.net/cdehs,38309,경상북도 청도군 풍각면 헐티로 185,경북드론고등학교,경상북도,청도군,풍각면,드론전자과 / 드론전기과,공업계/IT,R100000965,054-370-9330,054-370-9300,054-370-9331,054-370-9381,054-371-4529
경북바이오마이스터고등학교,마이스터고,공립,경상북도교육청,school.gyo6.net/gfsm,38804,경상북도 영천시 신녕면 찰방길 8,경북바이오마이스터고등학교,경상북도,영천시,신녕면,바이오식의약과,공업계/IT,R100005424,054-332-0122,054-332-0474,054-332-0034,054-332-5044,054-332-5042
경북생활과학고등학교,특성화고,공립,경상북도교육청,school.gyo6.net/gbds,39154,경상북도 구미시 해평면 강동로 1654,경북생활과학고등학교,경상북도,구미시,해평면,피부미용과 / 조리과,서비스/생활,R100000720,054-474-2590,054-474-2591,054-474-2593,054-4754-5756,054-474-2594
경북세무고등학교,특성화고,공립,경상북도교육청,school.gyo6.net/gts,791824,경상북도 포항시 북구 기계면 기계로,218,경상북도,포항시 북구,기계면,광고마케팅 / 세무회계과,상업계,R100000775,054-243-2201,054-243-2203,054-246-6056,054-250-6556,054-244-3133
경북소프트웨어마이스터고등학교,특성화고,공립,경상북도교육청,www.gbsw.hs.kr,37362,경상북도 의성군 봉양면 봉호로 14,(경북소프트웨어마이스터고등학교),경상북도,의성군,봉양면,소프트웨어개발과 / 게임개발과 / 인공지능소프트웨어과,공업계/IT,R100000822,054-832-2902,054-832-2903,054-832-2900,054-832-2903,054-833-2877
경북자연과학고등학교,특성화고,사립,경상북도교육청,school.gyo6.net/gbns,37266,경상북도 상주시 공성면 문화마을길 23,.,경상북도,상주시,공성면,말산업과 / 반려동물복지과 / 반려동물미용과 / 펫카페경영과,상업계,R100000936,054-531-0049,054-532-3911,054-532-3910,,054-534-2537
경북조리과학고등학교,특성화고,공립,경상북도교육청,school.gyo6.net/mgtour,36915,경상북도 문경시 문경읍 향교길 20,경북조리과학고등학교,경상북도,문경시,문경읍,제과제빵과 / 조리과,서비스/생활,R100005950,054-572-0303,054-572-0300~1,054-572-0302,070-4675-2869,054-572-1303
경북하이텍고등학교,특성화고,사립,경상북도교육청,school.gyo6.net/andong-techs,760904,경상북도 안동시 태화동 경동로,404,경상북도,안동시,태화동,유통마케팅과 / 도시공간디자인과 / 스마트전기전자과,공업계/IT,R100000893,054-842-5401,054-842-8300,054-852-0505,070-4612-8058,054-842-5402
경북항공고등학교,특성화고,사립,경상북도교육청,school.gyo6.net/gag/main.do,36023,경상북도 영주시 풍기읍 금계로 90,경북항공고등학교,경상북도,영주시,풍기읍,항공정비과 / 항공전자과,공업계/IT,R100000914,054-636-2703,054-636-2702,054-636-2701,054-636-2702,054-636-2704
경북휴먼테크고등학교,특성화고,사립,경상북도교육청,gumho.hs.kr,770802,경상북도 영천시 금호읍 교대길,8-18,경상북도,영천시,금호읍,소방안전과 / 스마트모빌리티과 / 스마트팩토리과,공업계/IT,R100000773,054-333-3613,054-333-3612,054-333-3611,054-333-4369,054-333-6421
경산제일고등학교,특성화고,사립,경상북도교육청,gnc.school.gyo6.net,712853,경상북도 경산시 자인면 원효로,851-16번지,경상북도,경산시,자인면,보건간호과 / 사무회계과 / 서비스경영과 / 부사관사무과,상업계,R100000728,053-857-2350,"053-857-2352, 857-2306, 857-7177,857-6368,856-1344","053-857-2351, 857-3199","교내회선번호7177, 0680",053-856-2234
경주공업고등학교,특성화고,공립,경상북도교육청,school.gyo6.net/kjth/main.do,38168,경상북도 경주시 금성로 209,(사정동 70),경상북도,경주시,금성로,전기에너지과 / 스마트전자과 / 스마트융합기계과,공업계/IT,R100000735,054-778-7801,054-778-7819,054-778-7800,054-778-7835(~7),054-778-7894
경주디자인고등학교,특성화고,공립,경상북도교육청,school.gyo6.net/godesign,780921,경상북도 경주시 현곡면 용담로,694,경상북도,경주시,현곡면,제품디자인과 / 세라믹시각디자인과 / 실내공간디자인과,서비스/생활,R100000736,054-745-3744,054-745-3718,054-745-3713,054-745-3719,054-745-3717
경주여자정보고등학교,특성화고,사립,경상북도교육청,school.gyo6.net/newschool/main.do,38200,경상북도 경주시 시동로 90,경주여자정보고등학교,경상북도,경주시,시동로,보건간호과 / 영유아보육과 / 관광경영과 / 금융비지니스,상업계,R100000740,054-746-1302,054-746-0081~2,054-746-1301,070-4354-5486~7,054-745-1660
경주정보고등학교,특성화고,사립,경상북도교육청,internet.hs.kr,780972,경북 경주시 충효동,충효7길 19,경상북도,경주시,충효동,관광서비스과 / IT융합정보과 / 스포츠마케팅과 / 유튜브창업과 / 글로벌경영과,공업계/IT,R100000741,054-742-8966,054-742-8963,054-742-8965,070-4609-6862,054-771-3888
구미여자상업고등학교,특성화고,공립,경상북도교육청,gys.school.gyo6.net,730926,경상북도 구미시 형곡동 형곡로,38길 9-14,경상북도,구미시,형곡동,회계금융과 / 디저트카페창업과 / 스마트마케팅과 / 공공사무행정과,상업계,R100000759,054-452-2759,054-452-2758,054-452-2757,054-601-7049,054-601-7050
구미전자공업고등학교,마이스터고,국립,경상북도교육청,school.gyo6.net/gnet,39387,경상북도 구미시 임수로 48,(임수동),경상북도,구미시,임수로,전자과 / 메카트로닉스과,공업계/IT,A000003539,054-470-3701,054-470-3809,054-470-3810,054-470-3772,054-473-3261
구미정보고등학교,특성화고,공립,경상북도교육청,school.gyo6.net/gumi-infohs,39427,경상북도 구미시 검성로 143,구미정보고등학교,경상북도,구미시,검성로,사무회계과 / 유통판매과 / 창업경영과 / 메타커머스과,상업계,R100000758,054-475-3611,054-475-3612,054-475-3600,054-475-3679,054-475-3617
금오공업고등학교,마이스터고,공립,경상북도교육청,koths.school.gyo6.net,730901,경상북도 구미시 공단동 구미대로30길,59,경상북도,구미시,공단동,정밀기계과 / 자동화시스템과 / 전기전자과,공업계/IT,R100000769,054-461-1684,054-461-1683,054-461-1681,054-460-0635,054-461-1691
김천생명과학고등학교,특성화고,공립,경상북도교육청,school.gyo6.net/gcbshs,740160,경상북도 김천시 교동 부거리길,310,경상북도,김천시,교동,바이오산업기계과 / 동물자원과 / 식물자원과 / 조경관리과 / 식품가공과 / 그린스마트팜과 / 조경산업디자인과 / 스마트동물사육과 / 디저트카페경영과 / 미트푸드산업과,공업계/IT,R100000778,054-420-5100,054-420-5140,054-420-5116,054-420-5103,054-437-2118
명인고등학교,특성화고,사립,경상북도교육청,myin.hs.kr,719832,경상북도 성주군 선남면 도성2길,4 (1111-1번지),경상북도,성주군,선남면,외식조리 / 제과제빵 / 펫카페경영,상업계,R100000810,054-932-1233,054-933-1080,054-932-1011,054-933-1080,054-933-7246
문경공업고등학교,특성화고,공립,경상북도교육청,mungyeong-th.school.gyo6.net,745885,경상북도 문경시 점촌동 영신로,65,경상북도,문경시,점촌동,IT전자과 / 전기에너지과 / 기계과 / 하우징디자인과,공업계/IT,R100000815,054-550-1501,054-550-1510,054-550-1562,054-550-1556,054-554-1786
삼성생활예술고등학교,특성화고,사립,경상북도교육청,beauty-samseong.school.gyo6.net/,780851,경상북도 경주시 내남면 이조중앙길,삼성생활예술고등학교,경상북도,경주시,내남면,관광조리과 / 뷰티디자인과,서비스/생활,R100000838,054-748-2027,054-748-2730,054-748-2047,070-7113-7651,054-748-2089
상산전자고등학교,특성화고,공립,경상북도교육청,school.gyo6.net/sangsanhs,37159,경상북도 상주시 상산로 430,상산전자고등학교,경상북도,상주시,상산로,전자과 / 전기제어과 / 정밀기계과 / 이차전지응용과,공업계/IT,R100000840,054-532-1517,054-532-1515,054-532-1516,054-531-1512,054-535-4586
상주공업고등학교,특성화고,사립,경상북도교육청,school.gyo6.net/sanggong,742704,경상북도 상주시 낙양동 낙양1길,29,경상북도,상주시,낙양동,토목시스템과 / 건축목공시스템과 / 자동차기계과 / 전기시스템과 / 스마트토목과 / 기계시스템과,공업계/IT,R100000842,054-532-3413,054-532-3416,054-532-3412,054-532-3612,054-532-3612
상지미래경영고등학교,특성화고,사립,경상북도교육청,school.gyo6.net/sangjihs,742804,경상북도 상주시 함창읍 함창중앙로,176번지,경상북도,상주시,함창읍,금융회계과 / 부사관과 / 카페경영과 / 보건간호 / 경영금융서비스과,상업계,R100000846,054-541-3080,054-541-3082,054-541-3081,054-541-2480,054-541-5896
신라공업고등학교,특성화고,사립,경상북도교육청,silla.hs.kr,780872,경상북도 경주시 천북면 천북로,41-21,경상북도,경주시,천북면,스마트전기과 / 자동차과 / 자동화시스템과 / 정밀기계과 / AI융합과 / 미래자동차과,공업계/IT,R100000880,070-5105-0600,070-5105-0606,070-5105-0604,070-5105-0617,054-774-7767
안강전자고등학교,특성화고,공립,경상북도교육청,school.gyo6.net/anganghs/main.do,780807,경상북도 경주시 안강읍 안강중앙로,269,경상북도,경주시,안강읍,드론전자과 / 드론전기에너지과 / IT전자과,공업계/IT,R100000886,054-761-6353,070-7113-7739,054-761-2005,054-761-9943,054-761-0771
영천전자고등학교,특성화고,사립,경상북도교육청,school.gyo6.net/yeongcheon-e,770832,경상북도 영천시 화남면 천문로,1709,경상북도,영천시,화남면,항공전자과 / 전기전자과 / 반도체시스템과 / 스마트그리드과 / 디지털인공지능과,공업계/IT,R100000920,054-337-3501,054-337-3505,054-337-3502,054-337-1636,054-337-3503
예일메디텍고등학교,특성화고,사립,경상북도교육청,school.gyo6.net/yalemhs,36747,경상북도 안동시 예일길 85,예일메디텍고등학교,경상북도,안동시,예일길,보건간호과,서비스/생활,R100000907,,054-858-8052,054-858-8051,,054-858-0391
울릉고등학교,특성화고,공립,경상북도교육청,school.gyo6.net/ul,799802,경상북도 울릉군 울릉읍 울릉순환로,236,경상북도,울릉군,울릉읍,경영회계과 / 해양레저과,상업계,R100000937,054-791-2735,054-791-2734,054-791-2736,054-791-2734,054-791-0322
의성유니텍고등학교,특성화고,공립,경상북도교육청,school.gyo6.net/ustechhs,769803,경상북도 의성군 의성읍 문소1길,164 의성유니텍고등학교,경상북도,의성군,의성읍,웰빙조리과 / 스마트팩토리과 / 사물인터넷과,공업계/IT,R100000945,054-832-0070,054-832-0069,054-832-0068,054-832-2545,054-834-5822
포항과학기술고등학교,특성화고,공립,경상북도교육청,school.gyo6.net/psths,790802,경상북도 포항시 남구 구룡포읍 호미로,341,경상북도,포항시 남구,구룡포읍,물류관리과 / 뷰티케어과,서비스/생활,R100000752,054-276-2464,054-276-5046,054-276-2555,054-284-0242,054-278-0242
포항보건고등학교,특성화고,사립,경상북도교육청,school.gyo6.net/gbnursinghs/main.do,37507,경상북도 포항시 북구 죽장면 일광길 2,포항보건고등학교,경상북도,포항시 북구,죽장면,간호과 / 치의간호과,서비스/생활,R100000956,054-243-3201,054-243-3202,054-243-3203,,054-243-3205
포항여자전자고등학교,특성화고,공립,경상북도교육청,school.gyo6.net/pgeh,37644,경상북도 포항시 북구 용흥로291번길 19,포항여자전자고등학교,경상북도,포항시 북구,용흥로291번길,스마트전자과 / 영상그래픽과 / 산업디자인과 / 3D모델링과 / 조리과,공업계/IT,R100000988,054-240-6801,054-240-6800,054-240-6811,054-240-6871,054-240-6870
포항제철공업고등학교,마이스터고,사립,경상북도교육청,school.gyo6.net/pocheoltechhs,790834,경상북도 포항시 남구 지곡동 지곡로,150,경상북도,포항시 남구,지곡동,재료기술과 / 자동화기계과 / 전기전자제어과,공업계/IT,R100000993,054-279-4601,054-279-4611,054-279-4613,054-279-4648,054-279-4689
포항흥해공업고등학교,특성화고,공립,경상북도교육청,school.gyo6.net/heunghae-th,791948,경상북도 포항시 북구 흥해읍 동해대로1475번길,42,경상북도,포항시 북구,흥해읍,폴리메카닉스과 / 스마트전기과 / 스마트전자과 / 스마트메카닉스과 / 이차전지기계설비과 / 이차전지시스템제어과 / 이차전지전기설비과,공업계/IT,R100001018,054-261-4038,054-261-1122,054-261-1121,054-262-3337,054-262-3659
한국국제조리고등학교,특성화고,사립,경상북도교육청,www.kic.hs.kr,36167,경상북도 영주시 영봉로 28,한국국제조리고등학교,경상북도,영주시,영봉로,조리과 / 제과제빵과,서비스/생활,R100000852,054-634-3622,054-634-3623,054-634-3621,054-716-2672,054-634-3626
한국국제통상마이스터고등학교,마이스터고,공립,경상북도교육청,gampohs.school.gyo6.net/,38125,경상북도 경주시 감포읍 감포로12길 20,한국국제통상마이스터고등학교,경상북도,경주시,감포읍,기계자동차 국제무역과 / 전자산업 국제무역과,공업계/IT,R100000715,054-744-3634,070-4107-0523,054-744-3631,054-775-3454,054-744-3632
한국미래농업고등학교,특성화고,공립,경상북도교육청,school.gyo6.net/kfa,37271,경상북도 상주시 모동면 덕곡1길 13,한국미래농업고등학교,경상북도,상주시,모동면,스마트식물산업 / 미래농업경영 / 스마트동물산업 / 미래곤충산업,상업계,R100000957,054-532-4304,054-533-4080,054-533-4081,054-533-4080,054-531-1151
한국미래산업고등학교,특성화고,사립,경상북도교육청,school.gyo6.net/kfi/main.do,750913,경상북도 영주시 하망동 영봉로,49,경상북도,영주시,하망동,보건간호과 / 미용과 / 경영·사무과 / 스마트마케팅과,상업계,R100000804,054-630-7500,054-630-7521,054-630-7511,054-630-7522,054-630-7598
한국산림과학고등학교,특성화고,공립,경상북도교육청,school.gyo6.net/korea-forest/,36213,경상북도 봉화군 춘양면 서원촌길 8-14,한국산림과학고등학교,경상북도,봉화군,춘양면,산림환경자원과 / 임산가공과,기타,R100000972,054-672-2501,054-673-3068,054-672-3011,054-672-1106,054-673-3065
한국생명과학고등학교,특성화고,공립,경상북도교육청,hansaenghs.kr,760310,경상북도 안동시 옥동 하이마로,385,경상북도,안동시,옥동,스마트농업경영과 / 스마트동물산업과 / 도시조경디자인과 / 베이커리카페경영과 / 스마트산업기계과 / 미트외식산업과,공업계/IT,R100000895,054-840-2501,054-840-2550,054-840-2560,054-840-2541,054-840-2540
한국원자력마이스터고등학교,마이스터고,공립,경상북도교육청,school.gyo6.net/pyth/main.do,767901,경상북도 울진군 평해읍 월송정로,422,경상북도,울진군,평해읍,기계과 / 전기제어과,공업계/IT,R100000978,054-789-8080,054-789-8000,054-789-8001,054-789-8020,054-789-8025
한국조리명장고등학교,특성화고,공립,경상북도교육청,school.gyo6.net/goryeong,717804,경상북도 고령군 고령읍 우륵로,63번지,경상북도,고령군,고령읍,실내장식디자인과 / 조리과 / 카페베이커리과,서비스/생활,R100000748,054-956-3042,054-956-3042,054-956-3044,054-956-3043,054-956-3046
한국철도고등학교,특성화고,사립,경상북도교육청,school.gyo6.net/railhs,36094,경상북도 영주시 이산로 31,한국철도고등학교,경상북도,영주시,이산로,철도운영정보과 / 철도차량기계과 / 철도전기신호과,공업계/IT,R100000912,054-634-5772,054-634-5774,054-634-5771,054-634-5774,054-632-6590
한국펫고등학교,특성화고,사립,경상북도교육청,school.gyo6.net/koreapet,755806,경상북도 봉화군 봉화읍 내성천1길,18,경상북도,봉화군,봉화읍,반려동물뷰티케어과 / 반려동물매니지먼트과,서비스/생활,R100000722,054-673-2813,054-673-2811,054-673-2812,054-673-7090,054-673-2814
한국해양마이스터고등학교,마이스터고,공립,경상북도교육청,school.gyo6.net/haema,791290,경북 포항시 북구 여남동,여남포길 21번길 18,경상북도,포항시 북구,여남동,스마트운항과 / 스마트양식과,기타,R100005434,054-252-0110,054-252-0111,054-252-0112,070-4088-9344,054-252-0204
효청보건고등학교,특성화고,사립,경상북도교육청,hyochung.hs.kr,780825,경상북도 경주시 외동읍 모화남1길,26-132,경상북도,경주시,외동읍,기업경영관리과 / 보건간호과 / 건강코디네이터과 / 스마트웰빙과,상업계,R100000977,054-773-0947,054-773-0734,054-773-0033,054-624-0737,054-746-4637
거제공업고등학교,마이스터고,공립,경상남도교육청,geoje-th-h.gne.go.kr,53257,경상남도 거제시 계룡로11길 63,거제공업고등학교,경상남도,거제시,계룡로11길,조선기계과 / 조선전기과,공업계/IT,S100000465,055-630-9001,055-630-9012,055-630-9005,055-630-9029,055-630-9052
거제여자상업고등학교,특성화고,공립,경상남도교육청,ggch.hs.kr,53286,경상남도 거제시 거제면 동상3길 21,거제여자상업고등학교,경상남도,거제시,거제면,회계금융과 / 경영사무과 / 마케팅과 / 레저경영과,상업계,S100000467,055-633-0980,055-633-0982~5,055-633-0981,055-633-0982~5(내선265번),055-633-3876
거창승강기고등학교,특성화고,공립,경상남도교육청,geochang-elev-h.gne.go.kr,50118,경상남도 거창군 가조면 마상3길 33-20,거창승강기고등학교,경상남도,거창군,가조면,전기전자과 / 컴퓨터응용기계과,공업계/IT,S100000462,055-943-4522,055-943-4523,055-943-4521,055-943-4523,055-943-4519
경남간호고등학교,특성화고,사립,경상남도교육청,kpn-h.gne.go.kr,666971,경남 산청군 생비량면 가계리,526-1,경상남도,산청군,생비량면,간호복지과,서비스/생활,S100000609,055-973-7832,055-973-7831,055-973-7832,055-973-7831,055-973-7828
경남관광고등학교,특성화고,사립,경상남도교육청,gntour-h.gne.go.kr/,51144,경상남도 창원시 의창구 사림로29번길 12,경남관광고등학교,경상남도,창원시 의창구,사림로29번길,관광호텔과 / 호텔제과제빵과 / 관광조리과 / 관광경영과,상업계,S100000700,055-270-7515,055-277-6871,055-277-5911,055-270-6573,055-277-7572
경남로봇고등학교,특성화고,사립,경상남도교육청,www.gr.hs.kr,52011,경상남도 함안군 대산면 대산중앙로 102-2,경남로봇고등학교,경상남도,함안군,대산면,로봇소프트웨어과 / 스마트로봇전기과,공업계/IT,S100000725,055-582-8178,055-582-8503,055-582-8007,"055-587-7800,010-4910-1654",055-583-9187
경남산업고등학교,특성화고,공립,경상남도교육청,gni-h.gne.go.kr,53204,경상남도 거제시 하청면 서리1길 17,경남산업고등학교,경상남도,거제시,하청면,전기과 / 산업설비과 / 외식조리과 / 미용예술과 / 조경원예과 / 스마트팩토리과,공업계/IT,S100000469,055-639-2301,055-636-1801,055-636-1803,055-639-2357,055-636-1831
